Planet,Mission,Mission Type,Rotation,Item,Droprate,Droprate Category
Ceres,Seimeni ,(Defense),C,Covert Lethality,6.45,Rare
Ceres,Seimeni ,(Defense),C,Ivara Neuroptics Blueprint,7.52,Rare
Ceres,Seimeni ,(Defense),C,Ivara Blueprint,7.52,Rare
Ceres,Seimeni ,(Defense),C,Vitality,10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Fast Deflection,10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Rush,11.06,Uncommon
Ceres,Seimeni ,(Defense),C,Magazine Warp,10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Trick Mag,10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Pressure Point,0.34,Legendary
Ceres,Seimeni ,(Defense),C,Ammo Drum,11.06,Uncommon
Ceres,Seimeni ,(Defense),C,Fast Hands,10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Quickdraw,10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Health Restore (Large),10.84,Uncommon
Ceres,Seimeni ,(Defense),C,Omni Ammo Box,0.34,Legendary
Ceres,Seimeni ,(Defense),C,North Wind,0.34,Legendary
Ceres,Seimeni ,(Defense),C,Shocking Touch,0.34,Legendary
Ceres,Seimeni ,(Defense),C,Molten Impact,0.34,Legendary
Ceres,Seimeni ,(Defense),C,Stretch,0.34,Legendary
Ceres,Seimeni ,(Defense),A,2500 Credits Cache,16.67,Uncommon
Ceres,Seimeni ,(Defense),A,3000 Credits Cache,16.67,Uncommon
Ceres,Seimeni ,(Defense),A,1000X Nano Spores,16.67,Uncommon
Ceres,Seimeni ,(Defense),A,50 Endo,16.67,Uncommon
Ceres,Seimeni ,(Defense),A,150 Endo,16.67,Uncommon
Ceres,Seimeni ,(Defense),A,Thief's Wit,16.67,Uncommon
Ceres,Seimeni ,(Defense),B,4000 Credits Cache,15.49,Uncommon
Ceres,Seimeni ,(Defense),B,5000 Credits Cache,15.49,Uncommon
Ceres,Seimeni ,(Defense),B,350X Plastids,15.49,Uncommon
Ceres,Seimeni ,(Defense),B,3X Mutagen Sample,15.49,Uncommon
Ceres,Seimeni ,(Defense),B,80 Endo,15.49,Uncommon
Ceres,Seimeni ,(Defense),B,Contagious Spread,5.64,Rare
Ceres,Seimeni ,(Defense),B,Pathogen Rounds,5.64,Rare
Ceres,Seimeni ,(Defense),B,Infected Clip,5.64,Rare
Ceres,Seimeni ,(Defense),B,Fever Strike,5.64,Rare
Ceres,Seimeni ,(Defense),C,Neurodes,15.49,Uncommon
Ceres,Seimeni ,(Defense),C,2X Neurodes,15.49,Uncommon
Ceres,Seimeni ,(Defense),C,80 Endo,15.49,Uncommon
Ceres,Seimeni ,(Defense),C,240 Endo,15.49,Uncommon
Ceres,Seimeni ,(Defense),C,Enemy Sense,15.49,Uncommon
Ceres,Seimeni ,(Defense),C,400 Endo,4.51,Rare
Ceres,Seimeni ,(Defense),C,Mutalist Alad V Nav Coordinate,4.51,Rare
Ceres,Seimeni ,(Defense),C,High Voltage,4.51,Rare
Ceres,Seimeni ,(Defense),C,Shell Shock,4.51,Rare
Ceres,Seimeni ,(Defense),C,Firestorm,4.51,Rare
Eris,Brugia ,(Rescue),A,Phase Specter Blueprint,100,Very Common
Eris,Brugia ,(Rescue),B,Force Specter Blueprint,100,Very Common
Eris,Brugia ,(Rescue),C,Cosmic Specter Blueprint,100,Very Common
Eris,Brugia ,(Rescue),A,2500 Credits Cache,16.67,Uncommon
Eris,Brugia ,(Rescue),A,3000 Credits Cache,16.67,Uncommon
Eris,Brugia ,(Rescue),A,1000X Nano Spores,16.67,Uncommon
Eris,Brugia ,(Rescue),A,50 Endo,16.67,Uncommon
Eris,Brugia ,(Rescue),A,150 Endo,16.67,Uncommon
Eris,Brugia ,(Rescue),A,Thief's Wit,16.67,Uncommon
Eris,Brugia ,(Rescue),B,4000 Credits Cache,15.49,Uncommon
Eris,Brugia ,(Rescue),B,5000 Credits Cache,15.49,Uncommon
Eris,Brugia ,(Rescue),B,350X Plastids,15.49,Uncommon
Eris,Brugia ,(Rescue),B,3X Mutagen Sample,15.49,Uncommon
Eris,Brugia ,(Rescue),B,80 Endo,15.49,Uncommon
Eris,Brugia ,(Rescue),B,Contagious Spread,5.64,Rare
Eris,Brugia ,(Rescue),B,Pathogen Rounds,5.64,Rare
Eris,Brugia ,(Rescue),B,Infected Clip,5.64,Rare
Eris,Brugia ,(Rescue),B,Fever Strike,5.64,Rare
Eris,Brugia ,(Rescue),C,Neurodes,15.49,Uncommon
Eris,Brugia ,(Rescue),C,2X Neurodes,15.49,Uncommon
Eris,Brugia ,(Rescue),C,80 Endo,15.49,Uncommon
Eris,Brugia ,(Rescue),C,240 Endo,15.49,Uncommon
Eris,Brugia ,(Rescue),C,Enemy Sense,15.49,Uncommon
Eris,Brugia ,(Rescue),C,400 Endo,4.51,Rare
Eris,Brugia ,(Rescue),C,Mutalist Alad V Nav Coordinate,4.51,Rare
Eris,Brugia ,(Rescue),C,High Voltage,4.51,Rare
Eris,Brugia ,(Rescue),C,Shell Shock,4.51,Rare
Eris,Brugia ,(Rescue),C,Firestorm,4.51,Rare
Eris,Kala-Azar ,(Defense),A,Vitality,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Magazine Warp,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Trick Mag,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo S7 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo M1 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo L1 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo N8 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo B5 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo K2 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo G1 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo A2 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),A,Neo H2 Relic,8.33,Rare
Eris,Kala-Azar ,(Defense),B,Axi E2 Relic,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Hornet Strike,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Reflex Coil,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Deep Freeze,7.14,Rare
Eris,Kala-Azar ,(Defense),B,North Wind,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Hell's Chamber,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Streamline,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Shocking Touch,7.14,Rare
Eris,Kala-Azar ,(Defense),B,50 Endo,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Axi L2 Relic,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Axi A4 Relic,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Axi C3 Relic,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Axi K4 Relic,7.14,Rare
Eris,Kala-Azar ,(Defense),B,Axi O4 Relic,7.14,Rare
Eris,Kala-Azar ,(Defense),C,Vital Sense,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Metal Auger,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Ravage,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Stretch,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Handspring,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Convulsion,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Split Chamber,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Continuity,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Master Thief,2.26,Rare
Eris,Kala-Azar ,(Defense),C,80 Endo,2.26,Rare
Eris,Kala-Azar ,(Defense),C,Axi E2 Relic,12.91,Uncommon
Eris,Kala-Azar ,(Defense),C,Axi L2 Relic,12.91,Uncommon
Eris,Kala-Azar ,(Defense),C,Axi A4 Relic,12.91,Uncommon
Eris,Kala-Azar ,(Defense),C,Axi C3 Relic,12.91,Uncommon
Eris,Kala-Azar ,(Defense),C,Axi K4 Relic,12.91,Uncommon
Eris,Kala-Azar ,(Defense),C,Axi O4 Relic,12.91,Uncommon
Eris,Kala-Azar ,(Defense),A,2000 Credits Cache,25,Uncommon
Eris,Kala-Azar ,(Defense),A,2500 Credits Cache,25,Uncommon
Eris,Kala-Azar ,(Defense),A,3000 Credits Cache,25,Uncommon
Eris,Kala-Azar ,(Defense),A,400 Endo,25,Uncommon
Eris,Kala-Azar ,(Defense),B,Neo S7 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo M1 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo L1 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo N8 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Steel Fiber,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Stretch,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Serration,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Hell's Chamber,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Hornet Strike,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Flow,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Split Chamber,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Stabilizer,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo B5 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo K2 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo G1 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo A2 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),B,Neo H2 Relic,5.88,Rare
Eris,Kala-Azar ,(Defense),C,Cleanse Infested,3.76,Rare
Eris,Kala-Azar ,(Defense),C,Pistol Ammo Mutation,3.76,Rare
Eris,Kala-Azar ,(Defense),C,Arrow Mutation,3.76,Rare
Eris,Kala-Azar ,(Defense),C,Rifle Ammo Mutation,3.76,Rare
Eris,Kala-Azar ,(Defense),C,Sniper Ammo Mutation,3.76,Rare
Eris,Kala-Azar ,(Defense),C,Shotgun Ammo Mutation,3.76,Rare
Eris,Isos ,(Capture),,Vitality,10.84,Uncommon
Eris,Isos ,(Capture),,Fast Deflection,10.84,Uncommon
Eris,Isos ,(Capture),,Rush,11.06,Uncommon
Eris,Isos ,(Capture),,Magazine Warp,10.84,Uncommon
Eris,Isos ,(Capture),,Trick Mag,10.84,Uncommon
Eris,Isos ,(Capture),,Pressure Point,0.34,Legendary
Eris,Isos ,(Capture),,Ammo Drum,11.06,Uncommon
Eris,Isos ,(Capture),,Fast Hands,10.84,Uncommon
Eris,Isos ,(Capture),,Quickdraw,10.84,Uncommon
Eris,Isos ,(Capture),,Health Restore (Large),10.84,Uncommon
Eris,Isos ,(Capture),,Omni Ammo Box,0.34,Legendary
Eris,Isos ,(Capture),,North Wind,0.34,Legendary
Eris,Isos ,(Capture),,Shocking Touch,0.34,Legendary
Eris,Isos ,(Capture),,Molten Impact,0.34,Legendary
Eris,Isos ,(Capture),,Stretch,0.34,Legendary
Eris,Isos ,(Capture),A,2000 Credits Cache,14.29,Uncommon
Eris,Isos ,(Capture),A,2500 Credits Cache,14.29,Uncommon
Eris,Isos ,(Capture),A,50 Endo,14.29,Uncommon
Eris,Isos ,(Capture),A,80 Endo,14.29,Uncommon
Eris,Isos ,(Capture),A,Steady Hands,14.29,Uncommon
Eris,Isos ,(Capture),A,Stabilizer,14.29,Uncommon
Eris,Isos ,(Capture),A,Power Throw,14.29,Uncommon
Eris,Isos ,(Capture),B,Neo S7 Relic,2.51,Rare
Eris,Isos ,(Capture),B,Neo M1 Relic,2.51,Rare
Eris,Isos ,(Capture),B,Meso T1 Relic,11.06,Uncommon
Eris,Isos ,(Capture),B,Meso Z1 Relic,11.06,Uncommon
Eris,Isos ,(Capture),B,Meso B2 Relic,11.06,Uncommon
Eris,Isos ,(Capture),B,Neo L1 Relic,2.51,Rare
Eris,Isos ,(Capture),B,Neo N8 Relic,2.51,Rare
Eris,Isos ,(Capture),B,Neo B5 Relic,2.51,Rare
Eris,Isos ,(Capture),B,Meso S8 Relic,11.06,Uncommon
Eris,Isos ,(Capture),B,Neo K2 Relic,2.51,Rare
Eris,Isos ,(Capture),C,4000 Credits Cache,6.45,Rare
Eris,Isos ,(Capture),C,5000 Credits Cache,6.45,Rare
Eris,Isos ,(Capture),C,Power Throw,6.45,Rare
Eris,Isos ,(Capture),C,Stretch,6.45,Rare
Eris,Isos ,(Capture),C,Hell's Chamber,6.45,Rare
Eris,Isos ,(Capture),C,Scorch,6.45,Rare
Eris,Isos ,(Capture),C,Thermite Rounds,6.45,Rare
Eris,Isos ,(Capture),C,Frostbite,7.52,Rare
Eris,Isos ,(Capture),C,Frigid Blast,6.45,Rare
Eris,Isos ,(Capture),C,Arrow Mutation,6.45,Rare
Eris,Isos ,(Capture),C,Sniper Ammo Mutation,6.45,Rare
Eris,Isos ,(Capture),C,Shotgun Ammo Mutation,6.45,Rare
Eris,Isos ,(Capture),C,Covert Lethality,6.45,Rare
Eris,Isos ,(Capture),C,Ivara Neuroptics Blueprint,7.52,Rare
Eris,Isos ,(Capture),C,Ivara Blueprint,7.52,Rare
Eris,Isos ,(Capture),A,Vitality,8.33,Rare
Eris,Isos ,(Capture),A,Magazine Warp,8.33,Rare
Eris,Isos ,(Capture),A,Trick Mag,8.33,Rare
Eris,Isos ,(Capture),A,Neo S7 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo M1 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo L1 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo N8 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo B5 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo K2 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo G1 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo A2 Relic,8.33,Rare
Eris,Isos ,(Capture),A,Neo H2 Relic,8.33,Rare
Eris,Isos ,(Capture),B,Axi E2 Relic,16.67,Uncommon
Eris,Isos ,(Capture),B,Axi L2 Relic,16.67,Uncommon
Eris,Isos ,(Capture),B,Axi A4 Relic,16.67,Uncommon
Eris,Isos ,(Capture),B,Axi C3 Relic,16.67,Uncommon
Eris,Isos ,(Capture),B,Axi K4 Relic,16.67,Uncommon
Eris,Isos ,(Capture),B,Axi O4 Relic,16.67,Uncommon
Eris,Isos ,(Capture),C,Axi E2 Relic,16.67,Uncommon
Eris,Isos ,(Capture),C,Axi L2 Relic,16.67,Uncommon
Eris,Isos ,(Capture),C,Axi A4 Relic,16.67,Uncommon
Eris,Isos ,(Capture),C,Axi C3 Relic,16.67,Uncommon
Eris,Isos ,(Capture),C,Axi K4 Relic,16.67,Uncommon
Eris,Isos ,(Capture),C,Axi O4 Relic,16.67,Uncommon
Eris,Isos ,(Capture),B,Axi E2 Relic,7.14,Rare
Eris,Isos ,(Capture),B,Hornet Strike,7.14,Rare
Eris,Isos ,(Capture),B,Reflex Coil,7.14,Rare
Eris,Isos ,(Capture),B,Deep Freeze,7.14,Rare
Eris,Isos ,(Capture),B,North Wind,7.14,Rare
Eris,Isos ,(Capture),B,Hell's Chamber,7.14,Rare
Eris,Isos ,(Capture),B,Streamline,7.14,Rare
Eris,Isos ,(Capture),B,Shocking Touch,7.14,Rare
Eris,Isos ,(Capture),B,50 Endo,7.14,Rare
Eris,Isos ,(Capture),B,Axi L2 Relic,7.14,Rare
Eris,Isos ,(Capture),B,Axi A4 Relic,7.14,Rare
Eris,Isos ,(Capture),B,Axi C3 Relic,7.14,Rare
Eris,Isos ,(Capture),B,Axi K4 Relic,7.14,Rare
Eris,Isos ,(Capture),B,Axi O4 Relic,7.14,Rare
Eris,Isos ,(Capture),C,Vital Sense,2.26,Rare
Eris,Isos ,(Capture),C,Metal Auger,2.26,Rare
Eris,Isos ,(Capture),C,Ravage,2.26,Rare
Eris,Isos ,(Capture),C,Stretch,2.26,Rare
Eris,Isos ,(Capture),C,Handspring,2.26,Rare
Eris,Isos ,(Capture),C,Convulsion,2.26,Rare
Eris,Isos ,(Capture),C,Split Chamber,2.26,Rare
Eris,Isos ,(Capture),C,Continuity,2.26,Rare
Eris,Isos ,(Capture),C,Master Thief,2.26,Rare
Eris,Isos ,(Capture),C,80 Endo,2.26,Rare
Eris,Isos ,(Capture),C,Axi E2 Relic,12.91,Uncommon
Eris,Isos ,(Capture),C,Axi L2 Relic,12.91,Uncommon
Eris,Isos ,(Capture),C,Axi A4 Relic,12.91,Uncommon
Eris,Isos ,(Capture),C,Axi C3 Relic,12.91,Uncommon
Eris,Isos ,(Capture),C,Axi K4 Relic,12.91,Uncommon
Eris,Isos ,(Capture),C,Axi O4 Relic,12.91,Uncommon
Eris,Oestrus ,(Infested Salvage),A,Vitality,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Magazine Warp,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Trick Mag,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo S7 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo M1 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo L1 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo N8 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo B5 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo K2 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo G1 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo A2 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),A,Neo H2 Relic,8.33,Rare
Eris,Oestrus ,(Infested Salvage),B,Axi E2 Relic,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Hornet Strike,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Reflex Coil,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Deep Freeze,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,North Wind,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Hell's Chamber,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Streamline,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Shocking Touch,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,50 Endo,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Axi L2 Relic,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Axi A4 Relic,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Axi C3 Relic,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Axi K4 Relic,7.14,Rare
Eris,Oestrus ,(Infested Salvage),B,Axi O4 Relic,7.14,Rare
Eris,Oestrus ,(Infested Salvage),C,Nidus Systems Blueprint,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),C,Nidus Neuroptics Blueprint,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),C,Nidus Chassis Blueprint,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),C,Vital Sense,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),C,Metal Auger,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),C,Stretch,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),C,80 Endo,14.29,Uncommon
Eris,Oestrus ,(Infested Salvage),A,Phase Specter Blueprint,100,Very Common
Eris,Oestrus ,(Infested Salvage),B,Force Specter Blueprint,100,Very Common
Eris,Oestrus ,(Infested Salvage),C,Cosmic Specter Blueprint,100,Very Common
Eris,Oestrus ,(Infested Salvage),A,2500 Credits Cache,16.67,Uncommon
Eris,Oestrus ,(Infested Salvage),A,3000 Credits Cache,16.67,Uncommon
Eris,Oestrus ,(Infested Salvage),A,1000X Nano Spores,16.67,Uncommon
Eris,Oestrus ,(Infested Salvage),A,50 Endo,16.67,Uncommon
Eris,Oestrus ,(Infested Salvage),A,150 Endo,16.67,Uncommon
Eris,Oestrus ,(Infested Salvage),A,Thief's Wit,16.67,Uncommon
Eris,Oestrus ,(Infested Salvage),B,4000 Credits Cache,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),B,5000 Credits Cache,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),B,350X Plastids,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),B,3X Mutagen Sample,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),B,80 Endo,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),B,Contagious Spread,5.64,Rare
Eris,Oestrus ,(Infested Salvage),B,Pathogen Rounds,5.64,Rare
Eris,Oestrus ,(Infested Salvage),B,Infected Clip,5.64,Rare
Eris,Oestrus ,(Infested Salvage),B,Fever Strike,5.64,Rare
Eris,Oestrus ,(Infested Salvage),C,Neurodes,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),C,2X Neurodes,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),C,80 Endo,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),C,240 Endo,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),C,Enemy Sense,15.49,Uncommon
Eris,Oestrus ,(Infested Salvage),C,400 Endo,4.51,Rare
Eris,Oestrus ,(Infested Salvage),C,Mutalist Alad V Nav Coordinate,4.51,Rare
Eris,Oestrus ,(Infested Salvage),C,High Voltage,4.51,Rare
Eris,Oestrus ,(Infested Salvage),C,Shell Shock,4.51,Rare
Eris,Oestrus ,(Infested Salvage),C,Firestorm,4.51,Rare
Eris,Nimus ,(Survival),A,2000 Credits Cache,25,Uncommon
Eris,Nimus ,(Survival),A,2500 Credits Cache,25,Uncommon
Eris,Nimus ,(Survival),A,3000 Credits Cache,25,Uncommon
Eris,Nimus ,(Survival),A,400 Endo,25,Uncommon
Eris,Nimus ,(Survival),B,Neo S7 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo M1 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo L1 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo N8 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Steel Fiber,5.88,Rare
Eris,Nimus ,(Survival),B,Stretch,5.88,Rare
Eris,Nimus ,(Survival),B,Serration,5.88,Rare
Eris,Nimus ,(Survival),B,Hell's Chamber,5.88,Rare
Eris,Nimus ,(Survival),B,Hornet Strike,5.88,Rare
Eris,Nimus ,(Survival),B,Flow,5.88,Rare
Eris,Nimus ,(Survival),B,Split Chamber,5.88,Rare
Eris,Nimus ,(Survival),B,Stabilizer,5.88,Rare
Eris,Nimus ,(Survival),B,Neo B5 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo K2 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo G1 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo A2 Relic,5.88,Rare
Eris,Nimus ,(Survival),B,Neo H2 Relic,5.88,Rare
Eris,Nimus ,(Survival),C,Axi E2 Relic,12.91,Uncommon
Eris,Nimus ,(Survival),C,Cleanse Infested,3.76,Rare
Eris,Nimus ,(Survival),C,Pistol Ammo Mutation,3.76,Rare
Eris,Nimus ,(Survival),C,Arrow Mutation,3.76,Rare
Eris,Nimus ,(Survival),C,Rifle Ammo Mutation,3.76,Rare
Eris,Nimus ,(Survival),C,Sniper Ammo Mutation,3.76,Rare
Eris,Nimus ,(Survival),C,Shotgun Ammo Mutation,3.76,Rare
Eris,Nimus ,(Survival),C,Axi L2 Relic,12.91,Uncommon
Eris,Nimus ,(Survival),C,Axi A4 Relic,12.91,Uncommon
Eris,Nimus ,(Survival),C,Axi C3 Relic,12.91,Uncommon
Eris,Nimus ,(Survival),C,Axi K4 Relic,12.91,Uncommon
Eris,Nimus ,(Survival),C,Axi O4 Relic,12.91,Uncommon
Eris,Akkad ,(Defense),A,Vitality,6.9,Rare
Eris,Akkad ,(Defense),A,Fast Deflection,6.9,Rare
Eris,Akkad ,(Defense),A,Rush,7.37,Rare
Eris,Akkad ,(Defense),A,Magazine Warp,6.9,Rare
Eris,Akkad ,(Defense),A,Trick Mag,6.9,Rare
Eris,Akkad ,(Defense),A,Pressure Point,1.01,Ultra Rare
Eris,Akkad ,(Defense),A,Ammo Drum,7.37,Rare
Eris,Akkad ,(Defense),A,Fast Hands,7.37,Rare
Eris,Akkad ,(Defense),A,True Punishment,1.01,Ultra Rare
Eris,Akkad ,(Defense),A,Lith H2 Relic,6.9,Rare
Eris,Akkad ,(Defense),A,Lith P1 Relic,6.9,Rare
Eris,Akkad ,(Defense),A,Lith O1 Relic,6.9,Rare
Eris,Akkad ,(Defense),A,Lith Z2 Relic,6.9,Rare
Eris,Akkad ,(Defense),A,Lith C3 Relic,6.9,Rare
Eris,Akkad ,(Defense),A,Lith B5 Relic,6.9,Rare
Eris,Akkad ,(Defense),B,Speed Trigger,8.43,Rare
Eris,Akkad ,(Defense),B,Fast Hands,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Point Strike,8.43,Rare
Eris,Akkad ,(Defense),B,Vital Sense,8.43,Rare
Eris,Akkad ,(Defense),B,Piercing Hit,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Metal Auger,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Pistol Gambit,8.43,Rare
Eris,Akkad ,(Defense),B,Target Cracker,8.43,Rare
Eris,Akkad ,(Defense),B,No Return,8.43,Rare
Eris,Akkad ,(Defense),B,Ravage,8.43,Rare
Eris,Akkad ,(Defense),B,Blunderbuss,8.43,Rare
Eris,Akkad ,(Defense),B,Point Blank,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Serration,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Hornet Strike,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Fury,0.67,Legendary
Eris,Akkad ,(Defense),B,Reflex Coil,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Pressure Point,8.43,Rare
Eris,Akkad ,(Defense),B,True Punishment,0.67,Legendary
Eris,Akkad ,(Defense),B,Quickening,0.67,Legendary
Eris,Akkad ,(Defense),B,Meso T1 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Meso Z1 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Meso B2 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Meso S8 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Meso T3 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Meso D3 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),B,Meso R1 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Hellfire,7.59,Rare
Eris,Akkad ,(Defense),C,Heated Charge,7.59,Rare
Eris,Akkad ,(Defense),C,Molten Impact,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Barrel Diffusion,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Streamline,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Intensify,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Neo S7 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Thunderbolt,0.4,Legendary
Eris,Akkad ,(Defense),C,50 Endo,7.59,Rare
Eris,Akkad ,(Defense),C,80 Endo,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,Neo M1 Relic,1.58,Ultra Rare
Eris,Akkad ,(Defense),C,True Punishment,0.4,Legendary
Eris,Akkad ,(Defense),C,Quickening,0.4,Legendary
Eris,Akkad ,(Defense),C,Enduring Strike,0.4,Legendary
Eris,Akkad ,(Defense),C,Life Strike,0.4,Legendary
Eris,Akkad ,(Defense),C,Meso T1 Relic,7.59,Rare
